content,label
"marg’ilon shahrida bolalarga tibbiy xizmat ko’rsatadigan muassasalarning soni kam. mavjudlarining ham ish vaqti umumiy asosda belgilangan. aksariyat hollarda bolalarda kasallik huruji sutkaning tun vaqtiga to’g’ri keladi. shunday paytlarda marg’ilon shahar soy bo’yi ko’chasida joylashgan bolalar shifoxonasida navbatlar ko’payib, bolalarni hattoki statsionar davolanishga ham olib qolish uchun sharoitlar yo’q. tungi vaqtlarda shifokorlar yetishmaydi. tungi navbatchilikda qolgan atigi uchinchi yoki to‘rt ta shifokor navbatda turgan odamlarga xizmat ko’rsata olmaydi. ularning ko’pchiligi ham pediatr emas. yuqoridagilarni inobatga olgan holda, shahar va qishloqlarda yigirma to‘rt soat davomida ishlaydigan (bolalar pediator) vrachlik punktlarini tashkil etishni taklif qilamiz. ikki ming  uch yuz yigirma",3
"amaldagi mehnat kodeksining bir yuzinchi moddasi ikkiinchi qismi yettiinchi xatboshida xodimning pensiya yoshiga to’lganligi, qonun hujjatlariga muvofiq yoshga doir davlat pensiyasini olish huquqi mavjud bo’lganda ish beruvchining tashbbusi bilan mehnat shartnomasini bekor qilish talabi belgilangan. biroq bugungi kunda ayollarning ellik beshinchi yoshga to’lganligi qonun hujjatlariga muvofiq davlat pensiyasni olish huquqini bersa ham ayrim davlat tashkilotlari va muassasasi rahbarlari tomonidan ayol xodimlarga nisbatan majburiy (2 oylik ogohlantirish asosida) mehnat shartnomasini bekor qilish holatlari uchramoqda. vaholanki, o’zbekiston respublikasi prezidentining ikki ming  o‘n to‘qqizinchi yil yettiinchi martdagi pq to‘rt ming  ikki yuz o‘ttiz besh -sonli qarori birinchi bandida, “ayollarning pensiya yoshiga to’lganligi yoki qonun hujjatlariga muvofiq yoshga doir davlat pensiyasini olish huquqi vujudga kelganligi sababli ular bilan tuzilgan nomuayyan muddatli mehnat shartnomasini oltmishinchi yoshga to’lgunga qadar yoki muddatli mehnat shartnomasini muddati tugagunga qadar ish beruvchining tashabbusiga ko’ra bekor qilish taqiqlanadi” deb ko’rsatib o’tilgan. ushbu holatlarda ish beruvchi qonun normalarini (kodeks) birinchi navbatda ustuvor turishligini inobatga olib, pensiya olish yoshiga to’lgan ayol xodimlar bilan tuzilgan mehnat shartnomalari bekor qilinib, gender tenglik tamoyillari buzilmoqda. yuqoridagilarga asosan, o’zbekiston respublikasi mehnat kodeksining bir yuzinchi moddasi ikkiinchi qismi yettiinchi bandiga “qonun hujjatlarida nazarda tutilgan holatlar bundan mustasno” degan qo’shimchani kiritishni taklif qilaman. to‘rt ming  to‘rt yuz yetmish besh",6
"yangi shakldagi milliy haydovchilik guvohnomasini tiklashni davlat xizmatlari markazlari orqali amalga oshirish lozim. zero, elektron hukumatning afzalliklarini fuqarolar amalda bilishi lozim. o’zbekiston respublikasi prezidentining ikki ming  o‘n to‘qqizinchi yil to‘qqizinchi dekabrdagi “byurokratik to’siqlarni yana-da qisqartirish hamda davlat organlari va tashkilotlari faoliyatiga zamonaviy boshqaruv tamoyillarini joriy qilish chora-tadbirlari to’g’risida”gi pq to‘rt ming  besh yuz qirq olti -sonli qarori mazmun-mohiyatini tushuntirish hamda ijrosini taʼminlash maqsadida keng ko’lamli ishlar olib borilmoqda. haydovchilik guvohnomasini yangisiga almashtirish va haydovchilik guvohnomasini tiklash bo’yicha talab etiladigan hujjatlar soni ko’p. bunda talab etiladigan hujjatlarni besh tadan bir taga (faqat shaxsni tasdiqlovchi hujjatlarga) tushirish lozim. to’lov masalasida haydovchilik guvohnomasini tiklashga yagona narxni belgilash lozim. yo’qotilganligi yoki shikastlanganligi deb ajratmaslik kerak. guvohnoma ichidagi maʼlumotlarni saqlovchi tizimga zarar yetganda, yaʼni guvohnomani aslini taqdim etganda bepul tiklab berish yoki bazaviy hisoblash miqdorning o‘n foizidan ortmasligi lozim. muddat masalasida haydovchiga guvohnoma tiklanishi vaqtida bir oylik muddatga vaqtinchalik guvohnoma berilishini bekor qilish kerak. davlat xizmatlari markazidan to’lovni qilib bir soat ichida olib ketaversin. haydovchilik guvohnomasi yangi shaklga o’tmoqda, lekin biz qog’ozbozlikni kamaytirmayapmiz. o’zbekiston respublikasi vazirlar mahkamasining ikki ming  o‘n sakkizinchi yil o‘ttiz birinchi maydagi to‘rt yuz sakkizinchi sonli qarorining ikkiinchi ilovasi (6inchi yetmish uchinchi bandlari)ni qayta ko’rib chiqish kerak. o’zbekiston respublikasi vazirlar mahkamasining ikki ming  o‘n yettiinchi yil ikkiinchi martdagi bir yuz o‘n oltiinchi sonli qarorida eski naʼmunadagi haydovchilik guvohnomalarini yangi milliy haydovchilik guvohnomasiga almashtirish soddalashtirilgan, ammo milliy haydovchilik guvohnomasini yo’qolgani o’rniga yangisini berish tartibini byurokratik to’siq desak bo’ladi. yuqoridagilarni inobatga olgan holda, yangi shakldagi milliy haydovchilik guvohnomasini tiklashni davlat xizmatlari markazlari orqali amalga oshirishni taklif qilamiz. ikki ming  to‘rt yuz ellik sakkiz",8
"shamol energiyasi – muqobil energetika sohasining jadal rivojlanayotgan tarmoqlaridan biri hisoblanadi. eng samarali ish uchun maxsus ishlab chiqilgan katta turbinali vositalar bizning uylarimiz, ofislarimiz, sanoat binolari va transport tizimi uchun energiya manbaini hosil qilish imkonini beradi. shamol elektr stansiyasidan, ko’pincha, shamol oqimining o’rtacha yillik tezligi yuqori (5 m/sek dan katta) bo’lgan elektr energiyasi manbai sifatida foydalaniladi. shamol elektr stansiyasida sakkiz kvt dan bir butun ikki mvt gacha quvvatli elektr energiyasini hosil qilish mumkin. aynan yuqorida zikr etilgan shamol tezligi bizda jizzax viloyati forish tumanida bundan ancha baland. shu sababli, forish tumanida shamol elektr stnatsiyasining qurilishi yaxshi samara beradi. bir yilda uch yuz kun davomida shamol esib turadi. shamol tezligi o‘ninchi o‘n beshinchi m/sek atrofida bo’ladi. bu iqlim muqobil energiya uchun yetarli deb hisoblayman. yuqoridagilarni inobatga olgan holda, jizzax viloyatida shamol elektr stansiyalarini tashkil etishni taklif qilamiz. ikki ming  uch yuz o‘ttiz to‘qqiz",8
"masofaviy ta'lim (dl) - bu o'qituvchi va talabalarning masofadan turib bir-birlari bilan o'zaro ta'siri bo'lib, o'quv jarayoniga xos bo'lgan barcha tarkibiy qismlarni (maqsadlar, mazmun, usullar, tashkiliy shakllar, o'quv qo'llanmalari) aks ettiradi va internet texnologiyalarining muayyan vositalarida amalga oshiriladi. yoki interaktivlikni ta'minlaydigan boshqa vositalar. masofaviy ta'lim o'qitishning mustaqil shakli bo'lib, masofaviy ta'limda axborot texnologiyalari yetakchi vosita hisoblanadi. yuqoridagilardan kelib chiqib, yagona interaktiv davlat xizmatlari portali orqali o‘zbek tilini masofaviy o‘rganishni tashkil etish taklif etilmoqda. ikki ming  o‘n yetti yil",7
"har bir shaxsning o’ziga nisbatan tayinlangan maʼmuriy jarimalar haqida onlayn tarzda xabardar bo’lish imkoniyatini yaratish kerak. baʼzida o’zingiz bilmagan holda va obʼektiv sabablarga ko’ra mibga qo’shimcha jarima to’lashga, chet elga chiqish vaqtida aviabiletni maʼlum bir qismiga kuyib yoki notariusga borgan vaqt to’lanmagan jarimalarni (rejalashtirilmagan xarajatlar chiqib) to’lashga to’g’ri kelib qoladi. to’g’ri, hamma o’zi qilgan nomaqbul ishi uchun qonun oldida o’z vaqtida javob berishi kerak. biroq hayotda yuzaga kelishi mumkin bo’lgan har qanday noqulayliklarni bartaraf etish va ular to’g’risida ogoh bo’lish inson uchun muhim ahamiyat kasb etadi. yuqoridagilarni inobatga olgan holda, har bir shaxsning sodir etgan maʼmuriy huquqbuzarligi uchun www.my.gov.uz portali orqali (eri vositasida ham) o’ziga nisbatan tayinlangan maʼmuriy jarimalar to’g’risidagi maʼlumotni onlayn tarzda olish imkoniyatini yaratish kerak. bu maʼlumotnomada shaxsni hozirgi kunda to’lanmagan jarimasi yoki ijro etilmagan boshqa turdagi majburiyatlari, muqaddam bir necha bor maʼmuriy javobgarlikka tortilgani to’g’risidagi mʼlumotlar bo’lishi maksadga muvofiqdir. ushbu taklif fuqarolar uchun ko’plab qulayliklarni yaratilishiga xizmat qilar edi. ikki ming  to‘rt yuz oltmish to‘qqiz",0
"o’zbekiston yozgi sport turlari bo’yicha ko’zga ko’rinarli yutuqlarga erishgan. lekin qishki sport turlari bilan maqtana olmaymiz. menimcha, buning asosiy sababi bunday sport turlari bilan shug’ullanish uchun shart-sharoitlarning yetarli emasligidir. toshkent shahrida humo muz saroyi qurildi. bu bilan qishki sport turlarida ancha oldinga siljish kuzatildi. lekin viloyatlarda bunday imkoniyat yo’q. viloyatlarda kichikroq muz saroylari bo’lsa, qishki sport turlariga qiziqish yana-da ortar edi. yuqoridagilarni inobatga olgan holda, qoraqalpog’iston respublikasi va viloyatlarda kichik muz saroylarini barpo etishni taklif qilamiz. ikki ming  ikki yuz qirq",8
"davlat xizmatlari markazlarining faoliyatini qayta ko’rib chiqish va ayrim xizmatlarni soddalashtirish yoki vakolatli tashkilotlarga qaytarish kerak. davlat xizmatlari markazlarining baʼzi xizmat turlari, albatta, aholi uchun qulaydir, lekin ayrimlari xalq uchun ortiqcha xarajat va noqulayliklar tug’dirib, ortiqcha vaqt sarflashga sabab bo’lmoqda. misol uchun, o’z amaliyotimdan kelib chiqib aytsam issiq suv hisoblagichini (schyotchik) tekshiruvdan o’tkazishdagi noqulayliklarga duch keldim. bu xizmat davlat xizmatlari markazlariga o’tgandan beri narxi ikki barobarga oshdi. ariza berilgan kundan boshlab o‘n besh kun ichida kelishi kerak bo’lgan xodim, hozirda o‘ttiz kun ichida ham yetib kelmayapdi. bu esa hisoblagichning standart sertifikati muddati tugashiga, kechikkan muddatdan so’ng biz kishi boshiga to’lov to’lashimizga, natijada, moddiy zarar ko’rishimizga olib kelmoqda. agar men o’z hisoblagichimni o’zim davlat standartida tekshiruvdan o’tkazish bilan shug’ullanganimda ikki barobar arzonga tushar edi va uzog’i bilan o‘n kun ichida bitar edi. men nafakat standartlashtirish xizmati, balki boshqa xizmatlarni ham xalq uchun qulayligini o’rganishni va qayta ko’rib chiqishni maslaxat beraman! chunki baʼzi xizmatlar yuzasidan fuqarolarda davlat xizmatlari markazlariga ko’plab noroziliklar mavjud. yuqoridagilarni inobatga olgan holda, davlat xizmatlari markazlari faoliyatini qayta ko’rib chiqish va ayrim xizmatlarni o’z tashkilotiga qaytarishni taklif qilamiz. uch ming  bir yuz bir",8
"bugungi kunda banklarda yuzaga kelayotgan muammolardan biri - kreditlarni mijozlar tomonidan o’z vaqtida to’lanmayotganligi hamda mazkur holatlarni bartaraf etishda sud, ijro va auksion harakatlarining uzoq vaqt davom etayotgani hisoblanadi. mazkur holatlar “garov to’g’risida”gi qonunning o‘n to‘qqizinchi moddasiga asosan tartibga solinadi. unga ko’ra, undiruvni garovga qo’yiladigan narsaga qaratish tartibi agar qonunda o’zgacha qoidalar belgilanmagan bo’lsa, qarzdor garov bilan taʼminlangan majburiyatni bajarmagan taqdirda kreditor talabini garovga qo’yilgan mol-mulk qiymatidan qondirish sud, xo’jalik sudi va xolislar sudining qaroriga binoan amalga oshiriladi. agar qonun hujjatlarida o’zgacha qoidalar nazarda tutilmagan bo’lsa, garov narsasini sotish sud ijrochisi tomonidan sud bergan ijro varaqasi yoxud xo’jalik sudining buyrug’i yoki notariusning ijro etish yozuvi asosida qonunlarda nazarda tutilgan tartibda amalga oshiriladi. garov narsasini sotish kim oshdi savdosi (ochiq savdoda) yoki vositachilik do’konlari orqali amalga oshiriladi...”, deb belgilangan. ushbu holat tufayli muammoga aylangan kreditlarni undirishda ko’p vaqt ketmoqda. tijorat banki tijorat tashkiloti bo’lib, uning asosiy daromadi ajratilgan kreditlarga hisoblangan foiz to’lovlari hisoblanadi. ajratilgan kreditlarni o’z vaqtida undirilmasligi, tijorat banklarining faoliyatiga salbiy taʼsir ko’rsatib, o’zlarining xarajatlari hisobidan ushbu kreditlarga zaxira yaratilishiga, bu esa daromad olish maqsadida ko’rsatilayotgan xizmatlar tijorat banklari zarariga xizmat qilishiga olib kelmoqda. yuqoridagilardan kelib chiqib, “garov to’g’risida”gi qonunning o‘n to‘qqizinchi moddasiga quyidagi o’zgartish kiritilishi maqsadga muvofiq birinchidan, tijorat banki yoki uning filialiga mijoz bilan tuzilgan va notarial tasdiqlangan shartnomaga asosan garov mulkini zudlik bilan filial kredit qo’mitasi qarori bilan sotish imkonini berish kerak (amaldagi tartibga muvofiq, sud, ijro, auksion savdolari, garovga oluvchiga taklif berish jarayonlari juda ko’p vaqt sarflanishiga olib kelmoqda). ikkinchidan, jismoniy shaxslar tomonidan kredit olgan mijozning krediti o’z vaqtida to’lanmaganda, tijorat bank filialiga o’sha kunning o’zida qarzdorning oylik ish haqiga (ish joyiga) kredit shartnomasiga asosan (akseptsiz talabnoma) inkassa qo’yish huquqini berish kerak. kredit olgan mijoz ishlayotgan tashkilotning buxgalteri bunga qarshilik qilmasligi kerak. yuqoridagilardan tashqari mamlakatimizda chet el tajribasini (rossiya, qozog’iston...) inobatga olgan holda kollektorlar xizmati joriy etilishini taklif qilamiz. kollektor firmalar muammoli kreditni tijorat banklaridan arzonroq bahoda sotib oladi va o’z xizmatini ustiga qo’yib mijozdan undirib oladi. tijorat banklarida muammoli aktivlar kundan-kunga ortib borayotganini inobatga olib, ushbu taklifni joriy etishni lozim deb hisoblaymiz. yuqoridagilardan kelib chiqib, o’zbekiston respublikasining “garov to’g’risida”gi qonunining o‘n to‘qqizinchi moddasiga o’zgartirish kiritilishini hamda “kollektorlik xizmati to’g’risida”gi yangi qonun loyihasi ishlab chiqilishini taklif qilamiz. sakkiz ming  ikki yuz sakson",8
"mamlakatimiz fuqarolarining virusli gepatit haqidagi maʼlumotlari juda ham kam, hatto, ayrim tibbiyot xodimlari ham virusli gepatitning davosi borligidan bexabar. vaholanki, bu kasallik, asosan, yaxshi tozalanmagan tibbiy uskunalar orqali yuqadi. qolaversa, boshqa turli yuqish yo’llari, xususan, oits infeksiyasi bilan bir xil holatlarda yuqadi. lekin virusli gepatit inson tanasidan tashqarida ancha uzoqroq yashaydi va uni yuqtirib olganlar ko’pi bilan  minus nolinchi o‘n beshinchi yil umr ko’rar ekan. hattoki, ko’pchilik xastalar o’zining virusli gepatitdan kasallanganligini ham bilmay jigar serrozi tashxisi bilan o’lib ketmoqda. vaholanki, bu kasallikni uch yoki olti oylik kurslar bilan to’la davolashning imkoni bor. eng achinarlisi shundaki, virus yuqqanlar o’zlari bilmagan holda bu kasallikni boshqalarga ham yuqtirib qo’yishmoqda. dunyoning ko’plab mamlakatlarida ushbu kasallik uchun dori vositalari byudjet hisobidan bepul beriladi. o’rtacha oylik bilan kun kechirayotgan fuqaro dori sotib olish u yoqda tursin, tibbiy qon tahlillarini amalga oshirishga xam qiynaladi. chunki tahlillar juda qimmat turadi. natijada esa kimningdir farzandi yoki ota-onasi hayotdan erta ko’z yummoqda. yuqoridagilardan kelib chiqib, mamlakatimizda virusli gepatit bilan kasallangan fuqarolarga davlat hisobidan bepul dori vositalari yetkazib berilishi va qon tahlillari arzonlashtirilgan holda amalga oshirilishini taklif qilamiz. uch ming  bir yuz o‘ttiz to‘qqiz",3
"bugungi kunga kelib, aliment bo'yicha barcha to'lovlar brv (asosiy hisoblangan qiymat) asosida hisoblab chiqiladi, bugungi kunda (02.01.2020) oyiga ikki yuz yigirma uch  minus nol so'mni tashkil etadi. ikki ming  o‘n to‘qqizinchi yil birinchi sentabrdan boshlab eng kam ish haqi o‘rniga quyidagi koeffitsientlar kiritildi - eng kam ish haqi; - asosiy hisob-kitob qiymati (o'tgan mrzpda); - pensiyani hisoblashning bazaviy qiymati. hozirda bolalarni qo'llab-quvvatlash to'lovlarini e'tiborsiz qoldirish juda mashhur. erkaklar, ayolning o'zi rasmiy nikohda tug'ilgan umumiy farzandini ta'minlashi va tarbiyalashi mumkin deb o'ylashadi. sxema shundan iboratki, aliment to'lovchi ishga joylashar ekan, rasmiy ish haqini kamaytirishni so'raydi, faqat aliment to'lovlari miqdori eng kam ish haqining kamida yetmish besh foizini, ya'ni kamida bir yuz oltmish yetti ikki yuz ellik ni tashkil qiladi. agar aliment to'lovchi tadbirkor bo'lsa, u holda o'z kompaniyasiga ishga joylashish qiyin bo'lmaydi, ta'bir joiz bo'lsa, qorovul bo'lib, qog'ozda uch yuzinchi to‘rt yuzinchi ming oylik maosh oladi. aslida bizda bunday maoshlar deyarli yo'q. aliment to‘lovchilar tinch-totuv yashashadi. quyida oylik takroriy to'lovlarga misollar keltirilgan birinchidan, maktabgacha ta’lim muassasasi (maktabgacha ta’lim muassasasi) uchun to‘lov – oyiga bir yuz sakson  minus nol so‘m; ikkinchidan, shirinliklar (go‘sht, sut mahsulotlari, meva-sabzavotlar, yormalar, sariyog‘) bundan mustasno bir bola uchun oziq-ovqat – oyiga taxminan uch yuz  minus nol so‘m; uchinchidan, kiyim-kechak (qish mavsumi uchun ustki kiyim - ikki yuz ellik  minus nol so'm, etik - bir yuz sakson  minus nol so'm); to‘rtinchidan, to‘garaklar, sport seksiyalari uchun to‘lov – bir yuz  minus nol so‘mdan. oddiy arifmetikadan kelib chiqib, hisob-kitob qilish mumkinki, bir yuz oltmish yetti ikki yuz ellik so‘m aliment to‘lash hatto maktabgacha ta’lim muassasalari uchun ham yetarli emas. biz sog‘lom avlodni voyaga yetkazmoqchimiz, buning uchun bolalarni har tomonlama rivojlantirishimiz kerak. ular vitaminlarga boy sog'lom ovqat iste'mol qilishlari kerak. odatda, bolalar onalari tomonidan tarbiyalanadi, bu otalar qonunchilik darajasida to'liq javobgar bo'lmasligi kerak degani emas. yuqoridagilarni inobatga olgan holda, ta’minot to‘lovlarini bugungi kunda (01.02.2020) oyiga olti yuz yetmish to‘qqiz uch yuz o‘ttiz so‘mni tashkil etuvchi eng kam ish haqi miqdoridan kelib chiqib hisoblashni taklif etaman. taklifimizni ko‘rib chiqishingizni so‘rayman, chunki bu nafaqat onalar va bolalar hayotini osonlashtiradi va yaxshilaydi. bu, shuningdek, ""rasmiy"" maoshlarning kam baholanishini to'xtatadi, ya'ni soliq to'lovlari va alimentlar to'lovlardan qochmasdan, butun ishlagan summadan kelib chiqib to'lanadi. to‘rt ming  bir yuz ellik to‘qqiz",6
"o‘zbekiston respublikasi oliy majlisining qonunchilik palatasi va senati, xalq deputatlari mahalliy kengashlari. yagona interaktiv davlat xizmatlari portalidagi shaxsiy kabinet orqali uy-joy kommunal xizmat ko‘rsatish bo‘yicha bepul individual iste’molchilar so‘rovlari. ushbu taklif binolarni, devorlarni, pollarni, shiftlarni, koridorlarni, yotoqxonalarni, oshxonalarni, hammomlarni, hojatxonalarni, balkonlarni qurish, kapital yoki qisman ta'mirlash, shuningdek, derazalarni ta'mirlash yoki o'rnatish sohasida yangi xizmatlarni ko'rsatishni nazarda tutadi. eshiklar, spips orqali ro'yxatdan o'tgan uy-joy-kommunal xizmat ko'rsatuvchi provayderlarga panjaralar, sanitariya-tesisat, isitish va elektr tizimlari, interyer va boshqa komponentlar (iste'molchi ixtiyoriy ravishda xonaning maydonini, chizmasini ko'rsatgan holda xizmatlarga so'rov yuboradi. kadastr tartibi va boshqa zarur shartlar). bundan tashqari, ushbu tashabbus quyidagilarni taklif qiladi birinchidan, uy-joy kommunal xo'jaligi muammolarini raqobatbardosh narxlarda va maqbul sharoitlarda tezkor hal etish; ikkinchidan, davlat byudjetini sezilarli darajada tejash; uchinchidan, kafolatlangan sifat va muddatlar, to‘lov shartlari, iste’molchilarning xizmat ko‘rsatuvchi provayderlar bilan raqamli o‘zaro hamkorligi. yuqoridagilarni inobatga olgan holda, yagona interaktiv davlat xizmatlari portalidagi shaxsiy kabinet orqali uy-joy kommunal xizmatlarining yangi turlari (qurilish, kapital yoki qisman ta’mirlash; ta’mirlash va o‘rnatish) bo‘yicha iste’molchilarning bepul individual so‘rovlarini tashkil etish taklif etilmoqda. . ikki ming  yigirma to‘rt yil",1
"maxsus platforma yaratgan holda tuman va shahar hokimlarining ish faoliyatini shu tumanda yashayotgan fuqarolar hamda tadbirkorlik subʼektlari tomonidan yil davomida baholab borish mexanizmini yaratish kerak. bunda xalqning roziligini baholab borish asosiy maqsad etib belgilanadi. bu, o’z navbatida, fuqarolarning tuman yoki shahar hokimi faoliyatidan rozi yoki norozi ekanligini ko’rsatibgina qolmasdan, tuman hokimi faoliyatidan norozi bo’lib yozilayotgan shikoyat va arizalar sonining ham keskin qisqarishiga olib keladi. bundan tashqari, ushbu mexanizm xalqning nafratini qozonayotgan ayrim qo’shtirnoq ichidagi rahbarlarni oshkor etishda ham muhim ahamiyat kasb etadi. shuningdek, korrupsiyaga qarshi kurashishda samarali mexanizm vazifasini ham o’tashi, shubhasiz. bunda har bir fuqaro yoki tadbirkorlik subʼekti yaratilajak platformaga id.uz tizimidagi o’z login, paroli yoki elektron raqamli imzosi orqali kirib o’zi istiqomat qiladigan tuman yoki shaharning hokimiga baho beradi. bahoning quyisida o’z munosabatini to’ldiradi bunda past yoki yuqori baho qo’yish sababini tushuntirib o’tadi. yil yakunida xalq ishonchini qozona olmagan hokimlar ishdan olinib, yuqori baho olgan hokimlar rag’batlantiriladi. uch ming  ikki yuz o‘ttiz to‘rt",0
"angren shahri mamlakatimiz sanoati rivojiga o’z hissasini qo’shayotgan yetakchi hududlardan biri hisoblanadi. uning aholisi mehnatkash va ishbilarmon. biroq shahardagi ekologiyani yaxshi deb bo’lmaydi. chunki angren shahridagi “angren ies” va “yangi angren ies” korxonalaridan atrof-muhitga juda katta miqdorda zararli tutunlar chiqarilmoqda. bu esa ekologiya va inson salomatligiga o’z taʼsirini o’tkazmay qolmaydi. yuqoridagilarni inobatga olgan holda, angren shahridagi “angren ies” va “yangi angren ies” korxonalarining ekologiya va atrof-muhitga salbiy taʼsirini kamaytirish maqsadida ularda zamonaviy filtrlash uskunalarini o’rnatishni taklif qilamiz. ikki ming  ellik bir",2
"bugungi kunda qoraqalpoq davlat universitetining qo’ng’irot filialini ochishga hayotiy zarurat mavjud. chunki qo’ng’irot tumanida bitta ham oliy taʼlim muassasasi yo’q. tuman yoshlari bilim olishga juda chanqoq va buni nukusda joylashgan oliy taʼlim muassasalarida tahsil olayotgan talabalarning sonidan ham bilish mumkin. tuman yoshlarini nafaqat nukusdagi, balki butun o’zbekiston respublikasidagi oliy taʼlim muassasalarida ham ko’rish mumkin. tumanimizda bitta oliy taʼlim muassasasining filialini tashkil etilishi ko’plab talabalarning og’irini yengil qilgan bo’lardi va qo’ng’irot tumanidagi yoshlarning o’qishi uchun turtki bo’lgan bo’lardi. yuqoridagilarni inobatga olgan holda, qoraqalpoq davlat universitetining qo’ng’irot filialini tashkil etishni taklif qilamiz. sakkiz ming  bir yuz qirq olti",7
"hozirgi kunda jamiyatimizda yuzaga kelayotgan muammolardan biri bu yoshlarni ish bilan taʼminlash va ularga amaldagi qonunchilikka mos ravishda shart-sharoitlarni yaratib berishdan iboratdir. bu borada amaliyotda bir qator muammolarga duch kelinmoqda. ulardan biri mehnatga oid munosabatlarda yoshlarning huquqiy savodxonlik darajasining pastligidir. mehnatga oid munosabatlarda yoshlarning huquqiy savodxonlik darajasining pastligi mehnat qonunchiligiga rioya etishni va uni amaliyot bilan mutanosibligini taʼminlashda katta muammolarni keltirib chiqarmoqda. voyaga yetmagan yoshlarimizning mehnat munosabataridagi huquqiy bilimining pastligi ular bilan bog’liq adolatsizliklarni yuzaga kelishiga zamin yaratmoqda. bundan ish beruvchilar o’z manfaatlari yo’lida foydalanishmoqda. hech bir ish beruvchi ularga qonunda belgilangan imtiyozlarni taʼminlagan holda mehnat sharoiti yaratib berishdan manfaatdor emas. amaldagi qonunchilikka nazar tashlasak, o’zbekiston respublikasi mehnat kodeksi va boshqa konun hujjatlarida voyaga yetmaganlarning mehnatga oid munosabatlarda bir qator huquq va erkinliklarga ega ekanligini ko’rishimiz mumkin. lekin amaliyotda deyarli hech bir ish beruvchi bu kabi imtiyozlarni to’laqonli darajada taʼminlab bermaydi. chunki ular bunday tartibdan manfaatdor emas, aksincha voyaga yetmaganlarga berilgan imtiyozlar ular uchun qaysidir maʼnoda ish va daromad unumdorligini tushishiga olib keladi. yoshlar esa ish beruvchining shartlariga rozi bo’lmasdan, mehnat qonunchiligidagi huquqlarini talab qilgan holda ishga joylasha olishmaydi yoki bu juda qiyin bo’ladi. bunga qanday yechim bera olamiz? bu borada dastlab voyaga yetmaganlarning mehnat qonunchiligidagi huquqiy savodxonligini oshirishimiz kerak. amaldagi qonunchilikka ko’ra, maktablarda sakkizinchi sinfdan boshlab haftada bir soatlik “davlat va huquq asoslari” fani o’qitiladi. lekin bu fanga ajratilgan dars soati juda ham kam. huquqiy madaniyatning pastligi haqida gapirishdan oldin uni yuzaga keltiruvchi holatlarni bartaraf etishimiz lozim. bundan tashqari, ish beruvchilarda voyaga yetmagan mehnatga layoqatli yoshlarni ishga qabul qilishdan manfaatdor bo’lishlari uchun zamin yaratishimiz kerak. buning uchun esa yoshlarni ishga jalb qilgan, ularni qonunda belgilangan shart-sharoit va imtiyozlar bilan taʼminlab bergan ish beruvchilarga ish faoliyati bilan bog’liq imiyozlar va soliqlarda yengilliklar joriy etish kerak. bu esa voyaga yetmagan mehnatga layoqatli, ishlash istagini bildirgan yoshlarni ishga jalb etish ko’lamini yana-da kengaytiradi. hech shubhasiz, bu takliflar mazkur sohadagi muammolarni hal etishda muhim ahamiyat kasb etadi. yuqoridagilarni inobatga olgan holda, “fuqarolarning mehnat sohasidagi huquq va burchlari” fanini joriy etib, uni maktablarning sakkizinchi o‘n birinchi sinflarida (kasb-hunar kollejlari va akademik litseylarda ham) o’qitilishini yo’lga qo’yish lozim. ikki ming  to‘qson uch",7
"chilonzor tumani, sakkizinchi mavze, malika mehmonxonasining orqa tarafida joylashgan va hozirga qadar bolalar o’yin maydonchasi bo’lib kelgan joyda bo’layotgan ko’p qavatli uy-joy qurilishiga yo’l qo’ymaslik kerak. shundoq ham bu yerdagi ko’p qavatli uylar juda zich joylashgan. bu yerga uy qurish xech qaysi meʼyorlarga to’g’ri kelmaydi. barcha mutasaddi tashkilotlarni mazkur qurilish ishlari boshlanmasdan (tadbirkor ko’p xarajat qilib qo’ymasdan) ushbu holatga jiddiy eʼtibor qaratishlarini so’rab qolamiz. ushbu maydon mazkur hududdagi yagona ochiq maydon ekanligini inobatga olib, bolalar o’yin maydonchasini qayta tiklashni va bo’layotgan noqonuniy qurilish ishlarini to’xtatishni taklif qilamiz. uch ming  besh yuz o‘n olti",8
"hozirda sirdaryo viloyatida faqat bir ta oliy taʼlim muassasasi mavjud. hozirda sirdaryo viloyatida kadrlar yetishmovchiligi kuzatilmoqda. tibbiyot sohasida kadrlar kamligi tufayli oliy taʼlim muassasalari sonini ko’paytirish kerak. nafaqat tibbiyot sohasida, balki boshqa sohalarda ham viloyatda kadrlar yetishmaydi. mazkur taklif amalga oshiriladigan bo’lsa, sirdaryo viloyatidagi yoshlar o’z shahrida taʼlim olish imkoniyatiga ega bo’lishar edi. yuqoridagilarni inobatga olgan holda, guliston shahrida toshkent tibbiyot akademiyasining filialini ochishni taklif qilamiz. bir ming  to‘qqiz yuz yigirma to‘qqiz",7
